City,Age,Income,Vehicle_Ownership,Vehicle_Usage,Vehicle_Type,EV_Market_Share,Charging_Stations_Available,Psychographic,Behavioral
Pune,45,66716,1,29,2-wheeler,0.2696121782389148,26,Cost-conscious,Daily Commuting
Hyderabad,20,70298,1,37,4-wheeler,0.3539787318411858,45,Eco-friendly,Long Distance
Delhi,28,74304,1,18,2-wheeler,0.2923210031349013,94,Eco-friendly,Long Distance
Hyderabad,55,99360,1,28,2-wheeler,0.3882861806628801,44,Status-seeking,Long Distance
Mumbai,31,89835,1,15,2-wheeler,0.47535460845335664,25,Tech-savvy,Rare Usage
Bangalore,68,149541,1,29,4-wheeler,0.22386372334930932,13,Eco-friendly,Weekend Trips
Bangalore,43,132424,1,32,E-rickshaw,0.4275500681755765,47,Tech-savvy,Daily Commuting
Delhi,65,28118,1,11,4-wheeler,0.36193957311039204,84,Cost-conscious,Daily Commuting
Bangalore,38,96292,0,40,E-rickshaw,0.21207392050968693,91,Tech-savvy,Long Distance
Bangalore,56,143322,1,14,E-rickshaw,0.4189198632727975,14,Eco-friendly,Weekend Trips
Delhi,47,76911,1,40,4-wheeler,0.27085320767902865,93,Status-seeking,Long Distance
Delhi,25,93489,0,35,2-wheeler,0.14815887019251797,88,Tech-savvy,Weekend Trips
Mumbai,68,123088,1,23,E-rickshaw,0.4973665429103238,50,Tech-savvy,Long Distance
Bangalore,37,35185,0,22,2-wheeler,0.27025853318892756,53,Cost-conscious,Long Distance
Bangalore,65,61792,1,10,E-rickshaw,0.31662101895046457,10,Status-seeking,Weekend Trips
Mumbai,49,100210,1,32,2-wheeler,0.42318469230550426,74,Tech-savvy,Daily Commuting
Pune,39,70613,1,11,2-wheeler,0.4843504540479734,27,Status-seeking,Daily Commuting
Pune,24,130012,1,42,4-wheeler,0.44915513998412626,54,Eco-friendly,Rare Usage
Pune,26,53927,1,16,2-wheeler,0.31002128312062666,68,Status-seeking,Weekend Trips
Mumbai,62,20386,1,45,E-rickshaw,0.3182784302132461,91,Eco-friendly,Daily Commuting
Bangalore,18,112153,1,38,2-wheeler,0.21235477464386518,71,Cost-conscious,Daily Commuting
Mumbai,46,92728,1,29,2-wheeler,0.28512115126363347,25,Cost-conscious,Weekend Trips
Mumbai,25,96281,1,21,2-wheeler,0.478735552870059,69,Cost-conscious,Daily Commuting
Pune,21,50020,1,37,E-rickshaw,0.3907763775754626,31,Eco-friendly,Weekend Trips
Hyderabad,52,62678,0,27,E-rickshaw,0.10475079629661317,47,Tech-savvy,Daily Commuting
Bangalore,20,106695,1,13,E-rickshaw,0.14660271272909642,95,Eco-friendly,Long Distance
Pune,62,81394,0,10,2-wheeler,0.46952450798314205,11,Status-seeking,Weekend Trips
Hyderabad,57,88945,1,6,4-wheeler,0.4394877315710457,69,Status-seeking,Weekend Trips
Hyderabad,24,135377,1,42,E-rickshaw,0.29446578629935877,76,Eco-friendly,Daily Commuting
Delhi,44,141716,1,13,2-wheeler,0.3467913123469034,60,Cost-conscious,Weekend Trips
Bangalore,18,76414,1,7,E-rickshaw,0.21585840415228996,33,Cost-conscious,Rare Usage
Hyderabad,44,74816,1,20,4-wheeler,0.4171323008401696,86,Status-seeking,Rare Usage
Pune,33,75918,1,29,2-wheeler,0.341326978755776,80,Status-seeking,Weekend Trips
Delhi,55,111281,1,28,E-rickshaw,0.37793028218236613,44,Tech-savvy,Rare Usage
Bangalore,24,131484,1,33,E-rickshaw,0.24996393520359916,59,Tech-savvy,Daily Commuting
Mumbai,61,135640,0,48,4-wheeler,0.27217520260459227,64,Tech-savvy,Daily Commuting
Pune,40,82694,0,44,E-rickshaw,0.1830728331857827,70,Status-seeking,Weekend Trips
Hyderabad,58,49455,1,30,2-wheeler,0.47922101716834875,12,Tech-savvy,Daily Commuting
Hyderabad,28,124446,1,42,2-wheeler,0.47862280815462976,77,Status-seeking,Daily Commuting
Pune,59,58735,0,39,4-wheeler,0.4271004988959617,80,Status-seeking,Rare Usage
Hyderabad,50,114702,1,27,4-wheeler,0.4742220476796736,93,Eco-friendly,Daily Commuting
Delhi,67,125509,0,8,4-wheeler,0.36613122103215157,47,Tech-savvy,Daily Commuting
Bangalore,53,113608,0,46,2-wheeler,0.19386074772122994,48,Eco-friendly,Rare Usage
Delhi,54,134310,1,18,4-wheeler,0.4040842088769965,97,Eco-friendly,Long Distance
Hyderabad,58,32109,1,43,E-rickshaw,0.23011048369668097,90,Tech-savvy,Weekend Trips
Mumbai,34,65802,1,11,E-rickshaw,0.2761926757193657,57,Status-seeking,Weekend Trips
Bangalore,52,88020,1,12,2-wheeler,0.20974006554214789,88,Status-seeking,Long Distance
Bangalore,65,54622,1,46,E-rickshaw,0.26944876708850785,98,Status-seeking,Rare Usage
Pune,22,129935,1,23,4-wheeler,0.371726946262678,72,Tech-savvy,Rare Usage
Pune,65,149368,0,6,E-rickshaw,0.1442442245220119,69,Status-seeking,Daily Commuting
Mumbai,49,137919,1,5,4-wheeler,0.1420827715972066,60,Eco-friendly,Daily Commuting
Bangalore,20,22597,0,46,E-rickshaw,0.3735080048352568,25,Cost-conscious,Weekend Trips
Mumbai,69,60597,1,42,2-wheeler,0.4118324667098431,38,Tech-savvy,Weekend Trips
Pune,64,60954,0,17,4-wheeler,0.320586673884946,57,Cost-conscious,Rare Usage
Pune,52,89519,1,46,E-rickshaw,0.1726564056269862,26,Eco-friendly,Daily Commuting
Bangalore,69,76115,0,48,2-wheeler,0.27230273934439536,39,Cost-conscious,Rare Usage
Delhi,31,124988,1,28,E-rickshaw,0.40327020895360577,30,Eco-friendly,Long Distance
Hyderabad,65,63151,1,36,2-wheeler,0.3742932406209999,2,Cost-conscious,Weekend Trips
Pune,48,145515,1,34,E-rickshaw,0.14394619112774804,87,Cost-conscious,Weekend Trips
Pune,48,37040,0,10,4-wheeler,0.4876588723832981,14,Status-seeking,Rare Usage
Delhi,34,64772,0,42,4-wheeler,0.18934555235453462,53,Cost-conscious,Daily Commuting
Delhi,41,142431,0,37,4-wheeler,0.1881558018321819,69,Eco-friendly,Daily Commuting
Mumbai,69,116090,1,48,4-wheeler,0.2839428990981824,10,Eco-friendly,Long Distance
Mumbai,40,83832,1,27,4-wheeler,0.2308972516000194,29,Eco-friendly,Long Distance
Hyderabad,35,47916,0,14,E-rickshaw,0.49359439545775763,34,Tech-savvy,Long Distance
Hyderabad,67,64871,0,19,E-rickshaw,0.1305959093016528,42,Eco-friendly,Rare Usage
Bangalore,31,141527,1,27,E-rickshaw,0.22257567636931103,60,Tech-savvy,Weekend Trips
Mumbai,67,46372,0,40,E-rickshaw,0.2530888641709184,39,Eco-friendly,Rare Usage
Pune,32,81707,0,5,4-wheeler,0.2973835974887762,92,Tech-savvy,Rare Usage
Mumbai,32,59080,0,12,2-wheeler,0.10656257149077951,86,Cost-conscious,Daily Commuting
Pune,23,126242,0,7,4-wheeler,0.13294485272331225,41,Cost-conscious,Long Distance
Delhi,44,62722,0,18,E-rickshaw,0.20312385709192463,41,Eco-friendly,Weekend Trips
Mumbai,32,140864,0,21,4-wheeler,0.32160083267423845,2,Tech-savvy,Long Distance
Delhi,67,49048,1,38,4-wheeler,0.4071086280773889,89,Status-seeking,Long Distance
Hyderabad,53,105205,1,10,4-wheeler,0.37459813952597976,77,Status-seeking,Long Distance
Hyderabad,25,29777,1,9,2-wheeler,0.32680996508904425,82,Status-seeking,Weekend Trips
Bangalore,32,74711,1,45,4-wheeler,0.2588931358910638,84,Cost-conscious,Daily Commuting
Mumbai,20,56331,0,44,4-wheeler,0.4482778009024615,20,Cost-conscious,Weekend Trips
Delhi,64,145320,1,33,2-wheeler,0.2839090173033042,72,Tech-savvy,Weekend Trips
Pune,30,40968,1,39,4-wheeler,0.219701122243572,76,Eco-friendly,Daily Commuting
Hyderabad,58,73969,1,22,4-wheeler,0.3517340459408229,52,Cost-conscious,Weekend Trips
Hyderabad,51,123345,0,44,4-wheeler,0.3768459986345236,43,Eco-friendly,Weekend Trips
Pune,41,31292,1,34,4-wheeler,0.2593880979435422,45,Status-seeking,Rare Usage
Delhi,57,140870,0,19,4-wheeler,0.11125731241836584,36,Status-seeking,Weekend Trips
Delhi,49,60794,1,19,E-rickshaw,0.13765260009468425,37,Eco-friendly,Rare Usage
Mumbai,49,99459,1,20,4-wheeler,0.43823955675746473,87,Tech-savvy,Rare Usage
Mumbai,47,137932,1,37,2-wheeler,0.12261916847412319,37,Status-seeking,Rare Usage
Bangalore,69,70192,1,14,4-wheeler,0.33680786681685293,10,Tech-savvy,Long Distance
Hyderabad,66,47703,1,23,E-rickshaw,0.17348375417975676,92,Status-seeking,Daily Commuting
Mumbai,30,104193,1,41,2-wheeler,0.19157051649767085,44,Cost-conscious,Long Distance
Delhi,18,89165,0,7,2-wheeler,0.20933358389447246,63,Status-seeking,Daily Commuting
Pune,51,87650,1,40,4-wheeler,0.11531655447880818,43,Tech-savvy,Weekend Trips
Delhi,32,76516,0,8,E-rickshaw,0.17089410965611695,80,Cost-conscious,Rare Usage
Hyderabad,61,119981,1,15,4-wheeler,0.3601999938055762,61,Status-seeking,Long Distance
Delhi,31,149858,0,45,E-rickshaw,0.299486854483202,89,Cost-conscious,Weekend Trips
Bangalore,46,121398,1,37,E-rickshaw,0.41893163429557434,60,Cost-conscious,Long Distance
Hyderabad,51,111110,1,32,4-wheeler,0.12449684262059742,89,Status-seeking,Weekend Trips
Pune,35,117885,1,36,E-rickshaw,0.45555931850065245,11,Eco-friendly,Long Distance
Bangalore,24,42257,1,20,4-wheeler,0.4985594127597891,81,Eco-friendly,Weekend Trips
Hyderabad,46,120588,0,13,E-rickshaw,0.1062959888995132,8,Tech-savvy,Weekend Trips
Pune,48,123356,1,15,2-wheeler,0.4870560262159733,66,Tech-savvy,Long Distance
Bangalore,42,141750,0,10,4-wheeler,0.194345085188408,73,Status-seeking,Weekend Trips
Bangalore,55,103509,1,31,E-rickshaw,0.3770172552824148,1,Cost-conscious,Rare Usage
Hyderabad,31,111273,1,16,2-wheeler,0.21699337724197051,7,Cost-conscious,Rare Usage
Mumbai,25,71672,1,26,2-wheeler,0.3087251514990082,42,Eco-friendly,Rare Usage
Bangalore,44,83308,1,44,2-wheeler,0.3041674039344663,17,Eco-friendly,Rare Usage
Bangalore,19,97583,0,41,2-wheeler,0.24444219177962886,51,Cost-conscious,Daily Commuting
Pune,34,139336,1,25,4-wheeler,0.3870187073153335,38,Cost-conscious,Long Distance
Delhi,54,42113,1,37,E-rickshaw,0.3398545927453257,30,Tech-savvy,Rare Usage
Hyderabad,31,20694,1,21,2-wheeler,0.3033108015772703,13,Cost-conscious,Rare Usage
Hyderabad,42,142495,0,33,E-rickshaw,0.4931357247673026,63,Cost-conscious,Rare Usage
Mumbai,47,35588,1,44,E-rickshaw,0.4760037304749306,96,Status-seeking,Daily Commuting
Mumbai,46,81756,0,14,E-rickshaw,0.4821743383174646,92,Cost-conscious,Long Distance
Hyderabad,37,84085,1,22,4-wheeler,0.45252958392131515,43,Eco-friendly,Weekend Trips
Mumbai,38,131359,0,17,4-wheeler,0.20206213550175192,59,Eco-friendly,Daily Commuting
Pune,39,134384,1,31,2-wheeler,0.2399904123912724,96,Tech-savvy,Rare Usage
Hyderabad,52,81142,0,14,E-rickshaw,0.19242184781820315,98,Tech-savvy,Rare Usage
Mumbai,54,84373,1,36,4-wheeler,0.4944707548891386,1,Status-seeking,Daily Commuting
Hyderabad,33,105603,0,45,4-wheeler,0.1610647479053965,98,Tech-savvy,Long Distance
Delhi,67,26704,1,49,4-wheeler,0.24660470222356223,31,Cost-conscious,Long Distance
Bangalore,66,60136,1,7,2-wheeler,0.17961776988774258,35,Cost-conscious,Weekend Trips
Hyderabad,60,87507,1,26,4-wheeler,0.1893815248737013,54,Status-seeking,Daily Commuting
Bangalore,34,67361,0,31,E-rickshaw,0.19883515392128462,86,Eco-friendly,Long Distance
Mumbai,33,78847,1,7,4-wheeler,0.3558682702239816,62,Cost-conscious,Daily Commuting
Bangalore,19,126359,0,37,4-wheeler,0.13041974807661114,68,Cost-conscious,Long Distance
Hyderabad,21,31441,0,6,2-wheeler,0.3290119494495136,79,Status-seeking,Long Distance
Delhi,38,117012,1,15,E-rickshaw,0.4277144945136413,39,Eco-friendly,Rare Usage
Mumbai,56,138906,0,14,4-wheeler,0.4066095106417723,23,Tech-savvy,Long Distance
Hyderabad,51,34677,0,43,E-rickshaw,0.16046867931293018,57,Cost-conscious,Long Distance
Mumbai,47,47818,1,37,E-rickshaw,0.4658926939115221,27,Eco-friendly,Daily Commuting
Pune,23,21868,1,11,4-wheeler,0.4080361525619096,61,Status-seeking,Long Distance
Bangalore,34,103591,1,19,2-wheeler,0.10212100437313842,24,Status-seeking,Long Distance
Pune,56,143962,0,30,E-rickshaw,0.39494945341583443,6,Eco-friendly,Daily Commuting
Hyderabad,42,87264,0,15,4-wheeler,0.39496867144879944,37,Status-seeking,Long Distance
Delhi,22,93168,1,42,E-rickshaw,0.29872643221599393,70,Tech-savvy,Daily Commuting
Mumbai,22,32043,0,31,E-rickshaw,0.11839296640254889,85,Eco-friendly,Daily Commuting
Bangalore,37,91939,1,43,E-rickshaw,0.3319623753129398,85,Tech-savvy,Daily Commuting
Mumbai,33,35732,0,11,4-wheeler,0.4062987040137237,90,Status-seeking,Daily Commuting
Hyderabad,68,75244,1,5,E-rickshaw,0.20834962212840025,96,Tech-savvy,Rare Usage
Mumbai,58,38526,1,14,E-rickshaw,0.366827287300715,44,Tech-savvy,Rare Usage
Bangalore,54,29340,1,25,2-wheeler,0.24157047801775278,31,Tech-savvy,Rare Usage
Hyderabad,57,124488,0,19,4-wheeler,0.3295419331608925,31,Tech-savvy,Rare Usage
Mumbai,26,42394,1,34,4-wheeler,0.2538262997726499,0,Eco-friendly,Daily Commuting
Delhi,22,118557,0,34,E-rickshaw,0.22150458640711165,73,Status-seeking,Daily Commuting
Hyderabad,59,24102,1,12,2-wheeler,0.44236579017281774,44,Status-seeking,Daily Commuting
Hyderabad,19,121846,1,28,E-rickshaw,0.4015353036741507,63,Cost-conscious,Daily Commuting
Delhi,26,39159,0,23,E-rickshaw,0.23817965358925963,67,Tech-savvy,Rare Usage
Pune,60,142366,1,7,4-wheeler,0.2738526566460836,92,Tech-savvy,Long Distance
Bangalore,53,85092,1,19,2-wheeler,0.37668136715013845,6,Cost-conscious,Rare Usage
Pune,39,26212,1,40,E-rickshaw,0.4244315122362037,37,Cost-conscious,Daily Commuting
Mumbai,39,117360,1,10,4-wheeler,0.373736505129885,69,Tech-savvy,Daily Commuting
Delhi,39,57405,1,46,E-rickshaw,0.31637263227305534,52,Status-seeking,Long Distance
Pune,51,97061,1,22,E-rickshaw,0.4817543327725087,74,Cost-conscious,Daily Commuting
Hyderabad,46,114296,1,42,2-wheeler,0.4096574478966255,72,Tech-savvy,Long Distance
Mumbai,55,75186,1,23,2-wheeler,0.14623674415651547,29,Status-seeking,Daily Commuting
Mumbai,63,64239,0,34,2-wheeler,0.3232556395168077,21,Eco-friendly,Long Distance
Pune,50,130804,1,17,E-rickshaw,0.26382265655826065,57,Cost-conscious,Weekend Trips
Pune,35,112993,1,43,2-wheeler,0.41797425471631755,72,Cost-conscious,Weekend Trips
Delhi,24,143145,1,16,4-wheeler,0.1178652135429728,54,Status-seeking,Weekend Trips
Bangalore,18,133551,1,38,E-rickshaw,0.26428942798497124,45,Eco-friendly,Weekend Trips
Pune,50,30532,1,16,2-wheeler,0.22731052613739436,96,Status-seeking,Daily Commuting
Pune,18,99054,1,48,E-rickshaw,0.15647439383188733,25,Cost-conscious,Daily Commuting
Hyderabad,41,92012,1,28,E-rickshaw,0.2515216461278288,63,Eco-friendly,Daily Commuting
Mumbai,21,137836,0,8,4-wheeler,0.36912011127379163,79,Tech-savvy,Weekend Trips
Bangalore,21,105279,1,40,4-wheeler,0.24467115401301054,8,Cost-conscious,Long Distance
Hyderabad,35,86540,0,18,4-wheeler,0.3320026301409461,86,Status-seeking,Long Distance
Delhi,44,128590,0,21,E-rickshaw,0.33712471837572366,14,Status-seeking,Weekend Trips
Delhi,60,123021,1,7,E-rickshaw,0.33484445082321335,18,Status-seeking,Daily Commuting
Pune,49,23271,1,42,4-wheeler,0.31181275357768223,15,Status-seeking,Weekend Trips
Pune,50,65482,1,27,E-rickshaw,0.14679529427295518,24,Status-seeking,Rare Usage
Delhi,45,20209,1,17,4-wheeler,0.18738237097413038,98,Cost-conscious,Long Distance
Pune,59,110999,1,13,4-wheeler,0.4200268305003957,50,Eco-friendly,Weekend Trips
Bangalore,58,25539,1,25,2-wheeler,0.3009461955690841,76,Status-seeking,Weekend Trips
Pune,53,134841,1,45,4-wheeler,0.382430526334526,45,Status-seeking,Weekend Trips
Mumbai,23,39977,0,12,2-wheeler,0.3279636320851047,6,Tech-savvy,Weekend Trips
Pune,33,94142,0,21,4-wheeler,0.11547610180009533,33,Tech-savvy,Daily Commuting
Hyderabad,51,129920,1,20,E-rickshaw,0.4184855076071602,57,Eco-friendly,Long Distance
Bangalore,40,148156,1,20,2-wheeler,0.1257296778116198,77,Cost-conscious,Rare Usage
Hyderabad,67,119588,1,32,E-rickshaw,0.47726962046342924,22,Cost-conscious,Daily Commuting
Hyderabad,59,88684,1,20,E-rickshaw,0.18615076868203034,22,Eco-friendly,Weekend Trips
Mumbai,41,119072,1,18,4-wheeler,0.3049624573840598,16,Eco-friendly,Weekend Trips
Bangalore,66,143862,0,48,4-wheeler,0.12543521698631463,12,Eco-friendly,Weekend Trips
Bangalore,30,25607,0,42,E-rickshaw,0.45797295146632855,26,Status-seeking,Weekend Trips
Bangalore,35,105122,1,24,4-wheeler,0.4919761018259218,65,Cost-conscious,Long Distance
Bangalore,30,114786,1,49,4-wheeler,0.15851700108847597,29,Eco-friendly,Weekend Trips
Bangalore,66,146406,0,45,4-wheeler,0.21831461699740792,3,Tech-savvy,Rare Usage
Mumbai,54,71939,1,38,E-rickshaw,0.10634976871753912,93,Status-seeking,Daily Commuting
Pune,60,38594,1,33,2-wheeler,0.4147861967869826,66,Status-seeking,Long Distance
Hyderabad,56,78382,1,7,2-wheeler,0.22458573307256505,13,Status-seeking,Weekend Trips
Bangalore,59,27399,0,14,E-rickshaw,0.3355349877367325,10,Status-seeking,Rare Usage
Pune,34,141026,1,24,4-wheeler,0.11568740051200584,39,Eco-friendly,Daily Commuting
Pune,32,146812,0,6,4-wheeler,0.386184106669899,86,Status-seeking,Daily Commuting
Hyderabad,35,45117,1,31,2-wheeler,0.3117615853426908,95,Tech-savvy,Long Distance
Mumbai,40,118662,1,36,E-rickshaw,0.3899920983995341,2,Tech-savvy,Daily Commuting
Delhi,68,53617,1,14,E-rickshaw,0.4158257252603855,0,Eco-friendly,Weekend Trips
Delhi,47,27498,1,44,4-wheeler,0.1356971464715335,8,Status-seeking,Weekend Trips
Pune,51,122826,0,21,4-wheeler,0.33123684831729006,72,Tech-savvy,Rare Usage
Hyderabad,21,137232,0,37,4-wheeler,0.3599776135526488,75,Cost-conscious,Rare Usage
Delhi,20,149851,1,10,E-rickshaw,0.306687501577998,0,Status-seeking,Daily Commuting
Pune,24,131077,0,43,2-wheeler,0.1729637593060489,15,Eco-friendly,Long Distance
Mumbai,35,136519,0,22,E-rickshaw,0.41823891362309484,93,Cost-conscious,Weekend Trips
Delhi,59,70624,1,13,E-rickshaw,0.4989833315358394,71,Status-seeking,Daily Commuting
Pune,24,29628,1,12,E-rickshaw,0.48770810097140915,45,Cost-conscious,Long Distance
Pune,57,20329,1,29,2-wheeler,0.4110118259908926,9,Status-seeking,Daily Commuting
Bangalore,23,58619,0,35,4-wheeler,0.2672430891145686,32,Status-seeking,Long Distance
Mumbai,39,27032,1,46,4-wheeler,0.23492019913600887,40,Tech-savvy,Rare Usage
Bangalore,18,68094,1,8,E-rickshaw,0.12741831964033273,50,Cost-conscious,Weekend Trips
Hyderabad,21,58034,1,24,E-rickshaw,0.26651452150067617,21,Cost-conscious,Rare Usage
Bangalore,63,122658,0,32,2-wheeler,0.1624194390927196,15,Eco-friendly,Weekend Trips
Bangalore,66,141123,1,44,2-wheeler,0.20173388540241138,82,Eco-friendly,Long Distance
Delhi,69,142666,1,5,4-wheeler,0.4567547092709404,74,Cost-conscious,Long Distance
Pune,67,106158,1,44,E-rickshaw,0.48741025260448756,61,Tech-savvy,Daily Commuting
Mumbai,60,75264,1,48,2-wheeler,0.47942360018630414,52,Tech-savvy,Long Distance
Bangalore,46,114120,0,27,2-wheeler,0.1773422743373564,74,Status-seeking,Long Distance
Mumbai,38,67850,0,17,E-rickshaw,0.4603576832941292,13,Eco-friendly,Daily Commuting
Bangalore,43,24722,1,20,E-rickshaw,0.15660212036010607,58,Eco-friendly,Daily Commuting
Hyderabad,31,37772,1,30,E-rickshaw,0.30306408315045996,25,Eco-friendly,Weekend Trips
Bangalore,26,106105,1,35,E-rickshaw,0.3574653469057494,43,Status-seeking,Long Distance
Delhi,64,61679,1,5,E-rickshaw,0.28498674924016754,19,Tech-savvy,Daily Commuting
Pune,29,88771,1,21,E-rickshaw,0.4807349741667234,83,Eco-friendly,Weekend Trips
Hyderabad,59,24576,1,20,2-wheeler,0.23328508923664204,4,Status-seeking,Weekend Trips
Bangalore,68,46707,0,41,E-rickshaw,0.31095106523922544,64,Cost-conscious,Rare Usage
Mumbai,68,119404,1,14,4-wheeler,0.13017997419186544,10,Tech-savvy,Daily Commuting
Hyderabad,23,61632,0,42,E-rickshaw,0.44088983203126286,46,Cost-conscious,Rare Usage
Hyderabad,37,61476,0,48,4-wheeler,0.2653453583775779,9,Eco-friendly,Weekend Trips
Bangalore,41,137220,1,35,4-wheeler,0.38021284623679896,60,Status-seeking,Long Distance
Hyderabad,44,50285,1,14,4-wheeler,0.3728982524197674,91,Tech-savvy,Daily Commuting
Mumbai,55,44154,1,38,E-rickshaw,0.3705051571336987,44,Eco-friendly,Daily Commuting
Hyderabad,25,40054,1,10,E-rickshaw,0.30277531150297643,46,Tech-savvy,Weekend Trips
Mumbai,18,37165,1,32,4-wheeler,0.21100751621913627,33,Status-seeking,Daily Commuting
Bangalore,66,34439,0,32,E-rickshaw,0.3500378234245546,12,Status-seeking,Weekend Trips
Pune,66,138211,1,17,2-wheeler,0.48471660152448726,88,Eco-friendly,Daily Commuting
Hyderabad,41,64518,1,45,2-wheeler,0.4335797023785256,22,Tech-savvy,Daily Commuting
Pune,64,108051,1,16,2-wheeler,0.14350729262151063,35,Status-seeking,Long Distance
Mumbai,24,46962,0,44,2-wheeler,0.10927496063462004,62,Tech-savvy,Weekend Trips
Hyderabad,36,73934,0,6,E-rickshaw,0.2995885427481739,75,Tech-savvy,Rare Usage
Delhi,39,128085,1,12,4-wheeler,0.4103317406858945,46,Cost-conscious,Long Distance
Pune,52,57763,1,46,E-rickshaw,0.22556102126688293,65,Eco-friendly,Weekend Trips
Hyderabad,47,136189,1,13,2-wheeler,0.380495311161691,83,Eco-friendly,Daily Commuting
Pune,46,130290,1,12,E-rickshaw,0.47276850569552364,79,Tech-savvy,Weekend Trips
Hyderabad,39,84094,1,7,E-rickshaw,0.2835938027738676,13,Cost-conscious,Weekend Trips
Bangalore,28,130814,1,13,2-wheeler,0.19766386249224877,52,Tech-savvy,Long Distance
Pune,37,39464,1,17,4-wheeler,0.4671031448320989,65,Eco-friendly,Weekend Trips
Delhi,46,62036,1,13,E-rickshaw,0.28890558560148594,48,Eco-friendly,Daily Commuting
Delhi,68,143980,0,35,E-rickshaw,0.26313572267004404,15,Tech-savvy,Rare Usage
Mumbai,58,115949,1,29,2-wheeler,0.2413446286163696,67,Tech-savvy,Rare Usage
Hyderabad,59,53270,1,48,4-wheeler,0.26920678097552525,42,Tech-savvy,Daily Commuting
Pune,51,62299,1,49,2-wheeler,0.36946314167294336,76,Eco-friendly,Rare Usage
Mumbai,18,105805,0,12,2-wheeler,0.2734878508880616,64,Tech-savvy,Long Distance
Pune,48,51541,1,35,E-rickshaw,0.22968955542368807,8,Tech-savvy,Weekend Trips
Hyderabad,47,93545,1,49,4-wheeler,0.3974550662238878,20,Status-seeking,Weekend Trips
Delhi,65,102543,1,49,2-wheeler,0.18118857080975848,81,Eco-friendly,Rare Usage
Bangalore,35,111998,0,35,E-rickshaw,0.18077348985635525,95,Tech-savvy,Rare Usage
Delhi,34,149188,1,21,2-wheeler,0.37857421461958274,97,Cost-conscious,Rare Usage
Mumbai,55,97078,1,23,E-rickshaw,0.4466826120757893,83,Eco-friendly,Long Distance
Bangalore,31,102970,1,7,4-wheeler,0.19648433579885177,42,Tech-savvy,Weekend Trips
Mumbai,40,49765,0,34,2-wheeler,0.17644998999057182,65,Tech-savvy,Weekend Trips
Hyderabad,42,43769,1,14,4-wheeler,0.368122352516301,3,Status-seeking,Daily Commuting
Bangalore,32,108001,0,33,4-wheeler,0.3483210087092611,6,Status-seeking,Daily Commuting
Mumbai,63,107404,0,44,E-rickshaw,0.27890093860784493,85,Eco-friendly,Long Distance
Hyderabad,39,40156,1,22,2-wheeler,0.1383442559393312,83,Status-seeking,Weekend Trips
Delhi,20,105836,1,16,2-wheeler,0.13671417239274938,57,Status-seeking,Weekend Trips
Hyderabad,36,138706,1,27,E-rickshaw,0.4109367156177418,98,Eco-friendly,Daily Commuting
Pune,61,70481,1,15,E-rickshaw,0.2807076469582742,3,Cost-conscious,Daily Commuting
Hyderabad,51,33435,1,13,4-wheeler,0.4431868364966236,19,Tech-savvy,Weekend Trips
Hyderabad,52,89650,1,28,2-wheeler,0.3298934606155449,34,Tech-savvy,Long Distance
Pune,67,66336,0,29,2-wheeler,0.3474952564870531,96,Status-seeking,Rare Usage
Mumbai,18,56135,1,29,E-rickshaw,0.4736777767634215,58,Tech-savvy,Long Distance
Mumbai,69,93631,1,13,E-rickshaw,0.1658463576157752,84,Status-seeking,Weekend Trips
Hyderabad,38,57909,1,16,E-rickshaw,0.31720969171879837,44,Eco-friendly,Rare Usage
Pune,46,89487,1,15,2-wheeler,0.12325543998641392,13,Eco-friendly,Long Distance
Pune,23,41468,1,42,2-wheeler,0.24357001915284765,94,Eco-friendly,Long Distance
Delhi,54,112609,1,32,4-wheeler,0.15923939992048208,21,Tech-savvy,Weekend Trips
Mumbai,18,67655,0,12,E-rickshaw,0.17513438491382824,47,Status-seeking,Daily Commuting
Bangalore,68,54341,0,14,4-wheeler,0.4739178880242113,29,Status-seeking,Long Distance
Mumbai,18,131663,1,29,2-wheeler,0.3442730112819523,28,Tech-savvy,Long Distance
Mumbai,44,84182,1,40,4-wheeler,0.4568632532759257,35,Eco-friendly,Daily Commuting
Delhi,38,71786,0,47,4-wheeler,0.27740807375629983,41,Cost-conscious,Long Distance
Bangalore,33,88304,0,13,4-wheeler,0.33905733866535337,28,Status-seeking,Long Distance
Delhi,61,123606,1,45,E-rickshaw,0.11283780487717054,6,Status-seeking,Daily Commuting
Bangalore,57,66514,1,12,2-wheeler,0.28780089290973365,31,Tech-savvy,Weekend Trips
Hyderabad,43,140938,0,7,E-rickshaw,0.32562266933751527,12,Cost-conscious,Weekend Trips
Bangalore,33,53979,0,22,4-wheeler,0.106711085706218,12,Eco-friendly,Weekend Trips
Delhi,45,110887,1,39,E-rickshaw,0.4157956707294561,53,Status-seeking,Rare Usage
Mumbai,18,100981,1,21,2-wheeler,0.21816919371064222,13,Tech-savvy,Weekend Trips
Bangalore,53,75107,0,40,2-wheeler,0.28099482998430814,5,Cost-conscious,Rare Usage
Bangalore,27,148842,0,32,4-wheeler,0.31425211412192977,15,Tech-savvy,Rare Usage
Pune,60,134119,1,19,4-wheeler,0.49687886125137337,40,Cost-conscious,Rare Usage
Mumbai,34,21160,1,23,E-rickshaw,0.13967365874967316,51,Tech-savvy,Daily Commuting
Hyderabad,40,107897,1,26,2-wheeler,0.3221118248897992,84,Cost-conscious,Rare Usage
